timestamp,temperature,humidity,soil_moisture
2025-05-28T22:22:08.079434,23.1,72.0,1021
2025-05-28T22:22:13.976164,23.1,72.0,1021
2025-05-28T22:23:48.317792,23.0,72.0,1023
2025-05-28T22:23:54.214467,23.0,72.0,1016
2025-05-28T22:27:50.071691,23.0,72.0,1022
2025-05-28T22:27:55.970029,23.0,72.0,1023
2025-05-28T22:28:01.865161,23.0,72.0,1015
2025-05-28T22:28:07.767170,23.0,72.0,1023
2025-05-28T22:28:19.554370,23.0,72.0,1023
2025-05-28T22:28:37.243643,23.0,72.0,1011
2025-05-28T22:28:43.140105,23.0,72.0,1016
2025-05-28T22:28:54.933447,23.0,72.0,1023
2025-05-28T22:29:06.726012,23.0,72.0,1021
2025-05-28T22:29:18.518805,23.0,73.0,1023
2025-05-28T22:29:24.415757,23.0,73.0,1021
2025-05-28T22:29:48.000956,23.4,73.0,1023
2025-05-28T22:29:53.897453,23.4,73.0,1021
2025-05-28T22:29:59.794115,23.4,73.0,1021
2025-05-28T22:30:11.586706,23.4,73.0,1020
2025-05-28T22:30:23.379533,23.4,73.0,1021
2025-05-28T22:30:29.276355,23.4,73.0,1021
2025-05-28T22:30:35.172794,23.4,73.0,1021
2025-05-28T22:30:46.965212,23.4,73.0,1023
2025-05-28T22:30:52.861621,23.4,73.0,1023
2025-05-28T22:31:04.654828,23.4,73.0,1023
2025-05-28T22:31:10.551478,23.4,73.0,1021
2025-05-28T22:31:22.344339,23.4,73.0,1021
2025-05-28T22:31:28.240664,23.4,73.0,1021
2025-05-28T22:31:34.136726,23.4,73.0,1023
2025-05-28T22:31:40.033441,23.4,73.0,1020
2025-05-28T22:32:15.411885,23.4,73.0,1021
2025-05-28T22:32:27.208989,23.4,73.0,1023
2025-05-28T22:32:44.893971,23.4,73.0,1023
2025-05-28T22:33:02.583393,23.4,73.0,1022
2025-05-28T22:33:08.479959,23.4,73.0,1020
2025-05-28T22:33:14.376832,23.4,73.0,1022
2025-05-28T22:33:32.065511,23.4,73.0,1023
2025-05-28T22:33:49.755150,23.4,73.0,1021
2025-05-28T22:33:55.653942,23.4,73.0,1023
2025-05-28T22:34:01.548108,23.4,73.0,1022
2025-05-28T22:34:07.444174,23.4,73.0,1021
2025-05-28T22:34:13.342555,23.4,73.0,1021
2025-05-28T22:34:19.236767,23.4,73.0,1019
2025-05-28T22:34:31.029935,23.4,73.0,1023
2025-05-28T22:34:36.926363,23.4,73.0,1021
2025-05-28T22:34:42.823061,23.4,73.0,1021
2025-05-28T22:34:48.719726,23.4,73.0,1022
2025-05-28T22:34:54.616005,23.4,73.0,1023
2025-05-28T22:35:00.511872,23.4,73.0,1022
2025-05-28T22:35:06.409084,23.4,73.0,1021
2025-05-28T22:35:24.098246,23.4,73.0,1023
2025-05-28T22:35:35.890461,23.4,73.0,1023
2025-05-28T22:35:41.787132,23.4,73.0,1021
2025-05-28T22:35:47.683780,23.4,73.0,1021
2025-05-28T22:35:53.580446,23.4,73.0,1023
2025-05-28T22:36:05.372753,23.4,73.0,1022
2025-05-28T22:36:17.165897,23.4,73.0,1020
2025-05-28T22:36:23.062570,23.4,73.0,1021
2025-05-28T22:36:28.958981,23.4,73.0,1023
2025-05-28T22:36:34.854820,23.4,73.0,1022
2025-05-28T22:36:40.751306,23.4,73.0,1020
2025-05-28T22:36:46.650021,23.4,73.0,1022
2025-05-28T22:36:52.544657,23.4,73.0,1022
2025-05-28T22:37:10.233536,23.4,73.0,1021
2025-05-28T22:37:16.130206,23.4,73.0,1021
2025-05-28T22:37:22.026859,23.4,73.0,1021
2025-05-28T22:37:27.923849,23.4,73.0,1022
2025-05-28T22:37:33.819716,23.4,73.0,1020
2025-05-28T22:37:39.716035,23.4,73.0,1023
2025-05-28T22:37:51.509113,23.3,73.0,1021
2025-05-28T22:37:57.405533,23.2,73.0,1023
2025-05-28T22:38:09.197951,23.1,73.0,1023
2025-05-28T22:38:15.094406,23.1,73.0,1021
2025-05-28T22:38:20.991121,23.1,73.0,1021
2025-05-28T22:38:26.887103,23.1,73.0,1023
2025-05-28T22:38:38.681104,23.3,73.0,1018
2025-05-28T22:38:44.576863,23.3,73.0,1019
2025-05-28T22:38:50.476969,23.4,73.0,1023
2025-05-28T22:39:02.267562,23.4,73.0,1021
2025-05-28T22:39:08.166139,23.4,73.0,1021
2025-05-28T22:39:19.955584,23.4,73.0,1023
2025-05-28T22:39:25.851956,23.4,73.0,1022
2025-05-28T22:39:37.645194,23.4,73.0,1021
2025-05-28T22:39:43.541860,23.4,73.0,1021
2025-05-28T22:40:01.231730,23.1,72.0,1023
2025-05-28T22:40:07.126622,23.1,72.0,1023
2025-05-28T22:40:13.023476,23.1,72.0,1020
2025-05-28T22:40:24.815526,23.0,72.0,1023
2025-05-28T22:40:30.712890,23.0,72.0,1020
2025-05-28T22:40:42.505679,23.0,72.0,1021
2025-05-28T22:40:48.401750,23.0,72.0,1023
2025-05-28T22:40:54.298141,23.0,72.0,1021
2025-05-28T22:41:11.987777,23.0,73.0,1022
2025-05-28T22:41:17.883994,23.0,73.0,1022
2025-05-28T22:41:35.573173,23.0,73.0,1022
2025-05-28T22:41:41.469201,23.0,73.0,1023
2025-05-28T22:41:53.263532,23.0,73.0,1020
2025-05-28T22:41:59.158324,23.0,73.0,1021
2025-05-28T22:42:05.055125,23.0,72.0,1021
2025-05-28T22:42:10.954044,23.0,72.0,1021
2025-05-28T22:42:28.643375,23.0,72.0,1022
2025-05-28T22:43:27.606224,23.0,72.0,1021
2025-05-28T22:43:33.502944,23.0,72.0,1022
2025-05-28T22:43:51.191595,23.0,72.0,1023
2025-05-28T22:43:57.088107,23.0,72.0,1022
2025-05-28T22:44:02.984832,23.0,73.0,1023
2025-05-28T22:44:20.673904,23.0,73.0,1022
2025-05-28T22:44:32.466129,23.0,73.0,1020
2025-05-28T22:44:38.362804,23.0,73.0,1023
2025-05-28T22:44:44.259486,23.0,72.0,1023
2025-05-28T22:44:56.051739,23.0,72.0,1022
2025-05-28T22:45:01.948253,23.0,72.0,1020
2025-05-28T22:45:07.845118,23.0,72.0,1021
2025-05-28T22:45:19.637489,23.0,72.0,1023
2025-05-28T22:45:25.534056,23.0,72.0,1020
2025-05-28T22:45:31.430730,23.0,72.0,1021
2025-05-28T22:45:37.327416,23.0,72.0,1020
2025-05-28T22:45:43.223442,23.0,72.0,1021
2025-05-28T22:45:49.120116,23.0,72.0,1023
2025-05-28T22:45:55.016841,23.0,72.0,1023
2025-05-28T22:46:00.913218,23.0,72.0,1022
2025-05-28T22:46:12.705542,23.0,72.0,1023
2025-05-28T22:46:18.602111,23.0,72.0,1022
2025-05-28T22:46:30.395337,23.0,72.0,1021
2025-05-28T22:46:36.292020,23.0,72.0,1020
2025-05-28T22:46:42.188294,23.0,72.0,1020
2025-05-28T22:46:53.980761,23.0,72.0,1023
2025-05-28T22:46:59.877311,23.0,72.0,1021
2025-05-28T22:47:05.773866,23.0,72.0,1021
2025-05-28T22:47:11.670291,23.0,72.0,1022
2025-05-28T22:47:23.463539,23.0,72.0,1020
2025-05-28T22:47:29.360171,23.0,72.0,1021
2025-05-28T22:47:35.256497,23.0,72.0,1023
2025-05-28T22:47:47.048978,23.0,72.0,1021
2025-05-28T22:47:52.945501,23.0,72.0,1022
2025-05-28T22:48:04.738716,23.0,72.0,1021
2025-05-28T22:48:16.531679,23.0,72.0,1020
2025-05-28T22:48:22.428363,23.0,72.0,1022
2025-05-28T22:48:29.325744,23.0,72.0,1022
2025-05-28T22:48:40.117510,23.0,72.0,1023
2025-05-28T22:48:46.014172,23.0,72.0,1023
2025-05-28T22:49:03.702944,23.0,72.0,1023
2025-05-28T22:49:09.599501,23.0,72.0,1023
2025-05-28T22:49:27.289499,23.0,71.0,1020
2025-05-28T22:49:33.185886,23.0,71.0,1022
2025-05-28T22:50:02.667986,23.0,71.0,1023
2025-05-28T22:50:08.565093,23.0,71.0,1022
2025-05-28T22:50:38.047038,23.0,71.0,1022
2025-05-28T22:50:55.736597,23.0,71.0,1021
2025-05-28T22:51:07.529971,23.0,71.0,1021
2025-05-28T22:51:13.426646,23.0,71.0,1022
2025-05-28T22:51:19.323323,23.0,71.0,1023
2025-05-28T22:52:06.494782,23.0,71.0,1023
2025-05-28T22:52:12.391360,23.0,71.0,1022
2025-05-28T22:52:18.288267,23.0,71.0,1020
2025-05-28T22:52:24.184758,23.0,71.0,1022
2025-05-28T22:53:29.046374,23.0,71.0,1021
2025-05-28T22:54:04.425901,23.0,71.0,1022
2025-05-28T22:54:10.322582,23.0,71.0,1021
2025-05-28T22:54:16.219227,23.0,71.0,1023
2025-05-28T22:54:22.115637,23.0,71.0,1021
2025-05-28T22:54:45.701171,23.0,71.0,1023
2025-05-28T22:54:51.597775,23.0,71.0,1022
2025-05-28T22:55:03.391108,23.0,71.0,1022
2025-05-28T22:55:09.287644,23.0,71.0,1021
2025-05-28T22:55:32.873133,23.0,71.0,1023
2025-05-28T22:55:38.769659,23.0,71.0,1021
2025-05-28T22:55:56.459178,23.0,71.0,1022
2025-05-28T22:56:08.252158,23.0,71.0,1022
2025-05-28T22:56:25.941932,23.0,71.0,1021
2025-05-28T22:56:31.838490,23.0,71.0,1023
2025-05-28T22:56:38.739343,23.0,70.0,1022
2025-05-28T22:56:43.631053,23.0,70.0,1020
2025-05-28T22:56:55.425705,23.0,70.0,1021
2025-05-28T22:57:01.325716,23.0,70.0,1023
2025-05-28T22:57:07.224403,23.0,70.0,1023
2025-05-28T22:57:13.123983,23.0,70.0,1021
2025-05-28T22:57:24.922777,23.0,70.0,1021
2025-05-28T22:57:30.822087,23.0,70.0,1022
2025-05-28T22:57:36.720988,23.0,70.0,1023
2025-05-28T22:57:48.518166,23.0,70.0,1020
2025-05-28T22:58:00.315811,23.0,70.0,1022
2025-05-28T22:58:06.214582,23.0,70.0,1023
2025-05-28T22:58:23.909047,23.0,70.0,1023
2025-05-28T22:58:35.705688,22.7,70.0,1022
2025-05-28T22:58:47.502318,22.6,70.0,1022
2025-05-28T22:58:59.297865,22.6,70.0,1021
2025-05-28T22:59:11.093950,22.6,70.0,1020
2025-05-28T22:59:22.889127,22.6,70.0,1021
2025-05-28T22:59:28.787078,22.6,70.0,1021
2025-05-28T22:59:34.685032,22.6,70.0,1021
2025-05-28T22:59:40.582621,22.6,71.0,1022
2025-05-28T23:00:04.173034,22.6,71.0,1022
2025-05-28T23:00:10.070717,22.6,71.0,1021
2025-05-28T23:00:15.968178,22.6,71.0,1022
2025-05-28T23:00:45.454903,22.6,70.0,1021
2025-05-28T23:00:51.352443,22.6,70.0,1022
2025-05-28T23:00:57.249469,22.6,70.0,1022
2025-05-28T23:01:03.146970,22.6,71.0,1020
2025-05-28T23:01:20.838205,22.7,70.0,1020
2025-05-28T23:01:32.632887,22.6,70.0,1021
2025-05-28T23:01:38.530253,22.7,70.0,1023
2025-05-28T23:02:08.015502,22.6,70.0,1023
2025-05-28T23:02:19.809860,22.6,70.0,1023
2025-05-28T23:02:25.707148,22.6,70.0,1021
2025-05-28T23:02:37.500583,22.6,70.0,1022
2025-05-28T23:02:43.397694,22.6,70.0,1022
2025-05-28T23:02:49.295068,22.6,70.0,1021
2025-05-28T23:03:06.985534,22.6,70.0,1022
2025-05-28T23:03:18.779823,22.6,70.0,1021
2025-05-28T23:03:24.677032,22.6,70.0,1021
2025-05-28T23:03:36.470205,22.6,70.0,1023
2025-05-28T23:03:42.367236,22.6,70.0,1021
2025-05-28T23:03:48.264707,22.6,70.0,1022
2025-05-28T23:04:00.058010,22.6,70.0,1023
2025-05-28T23:04:17.749029,22.6,70.0,1020
2025-05-28T23:04:23.645836,22.6,70.0,1023
2025-05-28T23:04:35.439246,22.6,70.0,1023
2025-05-28T23:04:53.130564,22.6,70.0,1020
2025-05-28T23:05:04.924133,22.6,70.0,1022
2025-05-28T23:05:16.717449,22.6,70.0,1023
2025-05-28T23:05:34.407129,22.6,70.0,1021
2025-05-28T23:05:40.303323,22.6,70.0,1023
2025-05-28T23:05:57.991579,22.6,70.0,1021
2025-05-28T23:06:03.887980,22.6,70.0,1021
2025-05-28T23:06:09.783389,22.6,70.0,1023
2025-05-28T23:06:21.576094,22.6,70.0,1023
2025-05-28T23:06:27.472567,22.6,70.0,1021
2025-05-28T23:06:33.368742,22.6,70.0,1022
2025-05-28T23:06:39.264284,22.6,70.0,1022
2025-05-28T23:06:51.057211,22.6,70.0,1021
2025-05-28T23:06:56.953621,22.6,70.0,1023
2025-05-28T23:07:08.745648,22.6,70.0,1023
2025-05-28T23:07:14.642077,22.6,70.0,1018
2025-05-28T23:07:20.538641,22.6,70.0,1021
2025-05-28T23:07:26.435203,22.6,70.0,1021
2025-05-28T23:07:50.020019,22.6,70.0,1022
2025-05-28T23:07:55.916617,22.6,70.0,1023
2025-05-28T23:08:01.813133,22.6,70.0,1023
2025-05-28T23:08:07.708791,22.6,70.0,1022
2025-05-28T23:08:13.605357,22.6,70.0,1021
2025-05-28T23:08:19.501989,22.6,70.0,1020
2025-05-28T23:08:25.398408,22.6,70.0,1021
2025-05-28T23:08:43.087370,22.6,70.0,1021
2025-05-28T23:08:48.984080,22.6,70.0,1021
2025-05-28T23:08:54.880762,22.6,70.0,1022
2025-05-28T23:09:00.778670,22.6,70.0,1023
2025-05-28T23:09:12.569532,22.6,70.0,1023
2025-05-28T23:09:30.259352,22.6,70.0,1023
2025-05-28T23:09:36.156079,22.6,70.0,1021
2025-05-28T23:09:47.948361,22.6,70.0,1022
2025-05-28T23:09:53.844918,22.6,70.0,1021
2025-05-28T23:09:59.741697,22.6,70.0,1021
2025-05-28T23:10:11.534929,22.6,70.0,1021
2025-05-28T23:10:29.224059,22.6,70.0,1023
2025-05-28T23:10:46.913976,22.6,70.0,1021
2025-05-28T23:10:52.810760,22.6,70.0,1021
2025-05-28T23:11:10.500197,22.6,70.0,1018
2025-05-28T23:11:16.397014,22.6,70.0,1021
2025-05-28T23:11:34.086186,22.6,70.0,1021
2025-05-28T23:11:39.982793,22.6,70.0,1021
2025-05-28T23:11:45.879629,22.6,70.0,1023
2025-05-28T23:11:51.776443,22.6,70.0,1021
2025-05-28T23:12:09.465580,22.6,70.0,1023
2025-05-28T23:12:15.362297,22.6,70.0,1021
2025-05-28T23:12:27.155877,22.6,70.0,1022
2025-05-28T23:12:33.052771,22.6,71.0,1022
2025-05-28T23:12:38.949615,22.6,71.0,1021
2025-05-28T23:12:44.846120,22.6,71.0,1023
2025-05-28T23:12:50.742277,22.6,70.0,1023
2025-05-28T23:13:08.432557,22.6,70.0,1021
2025-05-28T23:13:14.329409,22.6,70.0,1021
2025-05-28T23:13:32.018685,22.6,70.0,1023
2025-05-28T23:13:43.812305,22.6,70.0,1022
2025-05-28T23:13:49.708574,22.6,70.0,1022
2025-05-28T23:13:55.605348,22.6,71.0,1021
2025-05-28T23:14:25.089338,22.6,70.0,1020
2025-05-28T23:14:30.986263,22.6,70.0,1021
2025-05-28T23:14:42.778865,22.6,70.0,1023
2025-05-28T23:14:48.675707,22.6,70.0,1020
2025-05-28T23:14:54.572619,22.6,70.0,1021
2025-05-28T23:15:00.469945,22.6,70.0,1022
2025-05-28T23:15:06.365680,22.6,70.0,1023
2025-05-28T23:15:18.159376,22.6,70.0,1021
2025-05-28T23:15:24.056241,22.6,70.0,1021
2025-05-28T23:15:29.952388,22.6,70.0,1022
2025-05-28T23:15:35.849172,22.6,70.0,1023
2025-05-28T23:15:41.746059,22.6,70.0,1020
2025-05-28T23:15:47.642989,22.6,70.0,1020
2025-05-28T23:15:53.539537,22.6,70.0,1023
2025-05-28T23:16:11.229454,22.6,71.0,1023
2025-05-28T23:16:17.126261,22.6,71.0,1022
2025-05-28T23:17:27.888095,22.6,71.0,1022
2025-05-28T23:17:33.785053,22.6,71.0,1021
2025-05-28T23:17:39.682035,22.6,71.0,1021
2025-05-28T23:17:45.578939,22.6,71.0,1022
2025-05-28T23:17:51.475545,22.6,71.0,1023
2025-05-28T23:17:57.371818,22.6,71.0,1022
2025-05-28T23:19:49.412191,22.6,71.0,1019
2025-05-28T23:19:55.309188,22.6,71.0,1022
2025-05-28T23:20:01.206159,22.6,71.0,1022
2025-05-28T23:20:07.102260,22.6,71.0,1022
2025-05-28T23:20:12.999060,22.6,71.0,1021
2025-05-28T23:20:36.586644,22.6,71.0,1022
2025-05-28T23:20:42.483615,22.6,71.0,1023
2025-05-28T23:20:48.380235,22.6,71.0,1022
2025-05-28T23:21:00.173375,22.6,71.0,1017
2025-05-28T23:21:06.070347,22.6,71.0,1021
2025-05-28T23:21:17.864166,22.6,71.0,1022
2025-05-28T23:21:23.761144,22.6,71.0,1020
2025-05-28T23:21:29.657590,22.6,71.0,1023
2025-05-28T23:21:35.554315,22.6,71.0,1021
2025-05-28T23:21:53.245131,22.6,71.0,1020
2025-05-28T23:21:59.142162,22.6,71.0,1020
2025-05-28T23:22:10.935614,22.6,71.0,1021
2025-05-28T23:22:16.832576,22.6,71.0,1020
2025-05-28T23:22:23.730350,22.6,71.0,1023
2025-05-28T23:22:52.210675,22.6,71.0,1023
2025-05-28T23:23:27.589388,22.6,71.0,1022
2025-05-28T23:23:39.381379,22.6,71.0,1022
2025-05-28T23:24:08.863559,22.6,71.0,1022
2025-05-28T23:24:14.760107,22.6,71.0,1021
2025-05-28T23:24:20.656652,22.6,71.0,1022
2025-05-28T23:24:27.553894,22.6,71.0,1022
2025-05-28T23:24:56.034401,22.6,71.0,1021
2025-05-28T23:25:19.620387,22.6,71.0,1019
2025-05-28T23:25:25.516954,22.6,71.0,1022
2025-05-28T23:25:31.413553,22.6,71.0,1021
2025-05-28T23:25:49.102252,22.6,71.0,1023
2025-05-28T23:25:55.000295,22.6,71.0,1021
2025-05-28T23:26:18.584482,22.6,71.0,1023
2025-05-28T23:26:30.377485,22.6,71.0,1021
2025-05-28T23:26:53.963676,22.6,71.0,1021
2025-05-28T23:26:59.860326,22.6,71.0,1020
2025-05-28T23:27:05.756863,22.6,71.0,1021
2025-05-28T23:27:17.549548,22.6,71.0,1021
2025-05-28T23:27:23.446158,22.6,71.0,1021
2025-05-28T23:27:29.342906,22.6,71.0,1021
2025-05-28T23:27:35.239269,22.6,71.0,1022
2025-05-28T23:27:52.928300,22.6,71.0,1023
2025-05-28T23:28:04.721373,22.6,71.0,1021
2025-05-28T23:28:16.514999,22.6,71.0,1019
2025-05-28T23:28:22.411342,22.6,71.0,1023
2025-05-28T23:28:34.204078,22.6,71.0,1022
2025-05-28T23:28:45.997352,22.6,71.0,1023
2025-05-28T23:28:51.894198,22.6,71.0,1021
2025-05-28T23:28:57.790625,22.6,71.0,1021
2025-05-28T23:29:03.687348,22.6,71.0,1022
2025-05-28T23:29:09.583820,22.6,71.0,1022
2025-05-28T23:29:21.376271,22.6,71.0,1023
2025-05-28T23:29:39.066402,22.6,71.0,1021
2025-05-28T23:29:44.963122,22.6,71.0,1022
2025-05-28T23:30:14.445270,22.6,71.0,1022
2025-05-28T23:30:26.238487,22.6,71.0,1021
2025-05-28T23:30:43.928468,22.6,71.0,1021
2025-05-28T23:30:49.825249,22.6,71.0,1022
2025-05-28T23:30:55.721978,22.6,71.0,1022
2025-05-28T23:31:02.619332,22.6,71.0,1023
2025-05-28T23:31:19.307624,22.6,72.0,1023
2025-05-28T23:31:25.204389,22.6,72.0,1022
2025-05-28T23:31:31.100868,22.6,72.0,1021
2025-05-28T23:31:48.790183,22.6,72.0,1021
2025-05-28T23:31:54.686982,22.6,72.0,1023
2025-05-28T23:32:06.478985,22.6,72.0,1023
2025-05-28T23:32:18.272547,22.6,72.0,1021
2025-05-28T23:32:24.169053,22.6,72.0,1021
2025-05-28T23:32:35.961742,22.6,71.0,1022
2025-05-28T23:32:47.754956,22.6,71.0,1021
2025-05-28T23:33:05.444871,22.6,71.0,1021
2025-05-28T23:33:29.031602,22.6,71.0,1020
2025-05-28T23:33:34.928404,22.6,71.0,1023
2025-05-28T23:33:40.825207,22.6,71.0,1023
2025-05-28T23:33:46.721719,22.6,71.0,1022
2025-05-28T23:34:04.411158,22.6,71.0,1021
2025-05-28T23:34:16.204652,22.6,71.0,1021
2025-05-28T23:34:22.101450,22.6,71.0,1023
2025-05-28T23:34:27.998286,22.6,71.0,1023
2025-05-28T23:34:33.894843,22.6,71.0,1022
2025-05-28T23:34:39.790794,22.6,72.0,1021
2025-05-28T23:34:51.584151,22.6,72.0,1022
2025-05-28T23:34:57.480951,22.6,72.0,1022
2025-05-28T23:35:03.376903,22.6,72.0,1023
2025-05-28T23:35:09.273483,22.6,72.0,1021
2025-05-28T23:35:15.170284,22.6,72.0,1021
2025-05-28T23:35:21.066893,22.6,72.0,1022
2025-05-28T23:35:26.962763,22.6,72.0,1023
2025-05-28T23:35:32.859519,22.6,72.0,1022
2025-05-28T23:35:38.756466,22.6,72.0,1021
2025-05-28T23:36:08.238988,22.6,72.0,1022
2025-05-28T23:36:20.031517,22.6,72.0,1022
2025-05-28T23:36:31.825176,22.6,72.0,1019
2025-05-28T23:36:55.411092,22.6,71.0,1023
2025-05-28T23:37:36.688161,22.6,71.0,1023
2025-05-28T23:37:42.585028,22.6,71.0,1023
2025-05-28T23:37:48.481614,22.6,72.0,1021
2025-05-28T23:37:54.377532,22.6,72.0,1022
2025-05-28T23:38:00.274704,22.6,72.0,1020
2025-05-28T23:38:06.171302,22.6,72.0,1023
2025-05-28T23:38:12.067189,22.6,72.0,1022
2025-05-28T23:38:17.963863,22.6,72.0,1022
2025-05-28T23:38:23.860745,22.6,72.0,1023
2025-05-28T23:38:29.757565,22.6,72.0,1022
2025-05-28T23:38:41.550523,22.6,72.0,1021
2025-05-28T23:38:47.447035,22.6,72.0,1022
2025-05-28T23:38:53.343107,22.6,72.0,1022
2025-05-28T23:38:59.239818,22.6,72.0,1021
2025-05-28T23:39:05.136989,22.6,72.0,1023
2025-05-28T23:39:16.929361,22.6,72.0,1023
2025-05-28T23:39:22.826519,22.6,72.0,1022
2025-05-28T23:39:34.618902,22.6,72.0,1022
2025-05-28T23:39:46.412579,22.6,72.0,1019
2025-05-28T23:39:52.309155,22.6,72.0,1022
2025-05-28T23:39:58.205367,22.6,72.0,1023
2025-05-28T23:40:04.101938,22.6,72.0,1021
2025-05-28T23:40:09.998828,22.6,72.0,1020
2025-05-28T23:40:15.895423,22.6,72.0,1023
2025-05-28T23:40:39.481652,22.6,72.0,1021
2025-05-28T23:40:45.378127,22.6,72.0,1022
2025-05-28T23:40:51.274259,22.6,72.0,1023
2025-05-28T23:40:57.170994,22.6,72.0,1020
2025-05-28T23:41:03.067864,22.6,72.0,1022
2025-05-28T23:41:08.964359,22.6,72.0,1022
2025-05-28T23:41:26.653968,22.6,72.0,1022
2025-05-28T23:41:32.550634,22.6,72.0,1022
2025-05-28T23:41:38.446693,22.6,72.0,1022
2025-05-28T23:41:50.240247,22.6,72.0,1023
2025-05-28T23:41:56.137095,22.6,72.0,1021
2025-05-28T23:42:02.033110,22.6,72.0,1021
2025-05-28T23:42:07.930124,22.6,72.0,1023
2025-05-28T23:42:37.412774,22.6,72.0,1021
2025-05-28T23:42:55.102394,22.6,72.0,1023
2025-05-28T23:43:00.998896,22.6,72.0,1022
2025-05-28T23:43:06.894990,22.6,72.0,1023
2025-05-28T23:43:18.688541,22.6,72.0,1021
2025-05-28T23:43:24.585449,22.6,72.0,1021
2025-05-28T23:43:30.481458,22.6,72.0,1021
2025-05-28T23:43:36.378356,22.6,72.0,1022
2025-05-28T23:43:42.274991,22.6,72.0,1022
2025-05-28T23:43:48.171134,22.6,72.0,1023
2025-05-28T23:43:54.068136,22.6,72.0,1023
2025-05-28T23:43:59.964620,22.6,72.0,1023
2025-05-28T23:44:05.860879,22.6,72.0,1022
2025-05-28T23:44:11.757665,22.6,72.0,1021
2025-05-28T23:44:17.654554,22.6,72.0,1021
2025-05-28T23:44:29.447204,22.6,72.0,1021
2025-05-28T23:44:35.344094,22.6,72.0,1020
2025-05-28T23:44:53.033734,22.6,72.0,1022
2025-05-28T23:44:58.930629,22.6,72.0,1021
2025-05-28T23:45:22.516576,22.6,72.0,1021
2025-05-28T23:45:28.413476,22.6,72.0,1022
2025-05-28T23:45:46.102621,22.6,72.0,1023
2025-05-28T23:45:57.896191,22.6,72.0,1021
2025-05-28T23:46:03.792908,22.6,72.0,1022
2025-05-28T23:46:09.688956,22.6,72.0,1023
2025-05-28T23:46:21.482416,22.6,72.0,1022
2025-05-28T23:46:27.378933,22.6,72.0,1023
2025-05-28T23:46:50.965265,22.6,72.0,1020
2025-05-28T23:46:56.862167,22.6,72.0,1022
2025-05-28T23:47:08.654638,22.6,72.0,1023
2025-05-28T23:47:20.448106,22.6,72.0,1021
2025-05-28T23:47:26.345019,22.6,72.0,1021
2025-05-28T23:47:49.931010,22.6,72.0,1021
2025-05-28T23:47:55.827664,22.6,72.0,1022
2025-05-28T23:48:01.723824,22.6,72.0,1023
2025-05-28T23:48:07.620731,22.6,72.0,1021
2025-05-28T23:48:13.517691,22.6,72.0,1022
2025-05-28T23:48:19.413691,22.6,72.0,1022
2025-05-28T23:48:31.207055,22.6,72.0,1022
2025-05-28T23:48:37.103981,22.6,72.0,1021
2025-05-28T23:48:43.000358,22.6,72.0,1021
2025-05-28T23:48:49.897905,22.6,72.0,1022
2025-05-28T23:49:12.483145,22.6,72.0,1023
2025-05-28T23:49:18.379325,22.6,72.0,1023
2025-05-28T23:49:30.172874,22.6,72.0,1022
2025-05-28T23:49:36.069773,22.6,72.0,1023
2025-05-28T23:49:47.862313,22.6,72.0,1021
2025-05-28T23:49:53.759201,22.6,72.0,1021
2025-05-28T23:49:59.655992,22.6,72.0,1020
2025-05-28T23:50:11.449294,22.6,72.0,1023
2025-05-28T23:50:29.138765,22.6,72.0,1019
2025-05-28T23:50:35.035454,22.6,72.0,1022
